1,pop1,pop1_type,pop2,pop2_type,dist_km,fst
1038,ZAM19-33_C4_IIIb,C4_IIIb,ZAM17-22_ere,ere,160.565158,0.717766311
1039,ZAM19-55_C4_IIIb,C4_IIIb,ZAM17-22_ere,ere,335.0045127,0.714509646
1040,ZAM19-56_C4_IIIb,C4_IIIb,ZAM17-22_ere,ere,332.4518152,0.718733985
1041,ZAM20-91_C4_IIIb,C4_IIIb,ZAM17-22_ere,ere,909.977538,0.725342593
1046,ZAM19-30_dec,dec,ZAM17-22_ere,ere,470.1561101,0.481443498
1047,ZAM19-50_dec,dec,ZAM17-22_ere,ere,315.3998014,0.53588609
1048,ZAM20-114_dec,dec,ZAM17-22_ere,ere,524.2582723,0.528030111
1049,ZAM20-75_dec,dec,ZAM17-22_ere,ere,974.2167466,0.476662573
1058,ZAM19-30_ere,ere,ZAM17-22_ere,ere,470.1561101,0.249828868
1059,ZAM19-31_ere,ere,ZAM17-22_ere,ere,202.4349267,0.259039699
1060,ZAM19-32_ere,ere,ZAM17-22_ere,ere,184.1810863,0.307415167
1061,ZAM19-33_ere,ere,ZAM17-22_ere,ere,160.565158,0.232565503
1062,ZAM19-42_ere,ere,ZAM17-22_ere,ere,157.5305401,0.240590487
1063,ZAM19-44_ere,ere,ZAM17-22_ere,ere,162.6565431,0.217367028
1064,ZAM19-53_ere,ere,ZAM17-22_ere,ere,352.2821007,0.237954593
1065,ZAM19-55_ere,ere,ZAM17-22_ere,ere,335.0045127,0.240268221
1066,ZAM19-56_ere,ere,ZAM17-22_ere,ere,332.4518152,0.236542078
1067,ZAM19-59_ere,ere,ZAM17-22_ere,ere,239.1602125,0.272390116
1068,ZAM20-106_ere,ere,ZAM17-22_ere,ere,591.347003,0.250208285
1069,ZAM20-108_ere,ere,ZAM17-22_ere,ere,548.3315543,0.319964716
1070,ZAM20-113_ere,ere,ZAM17-22_ere,ere,524.6181683,0.332984333
1071,ZAM20-74_ere,ere,ZAM17-22_ere,ere,912.0948762,0.262975855
1072,ZAM20-86_ere,ere,ZAM17-22_ere,ere,940.2901443,0.269015659
1073,ZAM20-91_ere,ere,ZAM17-22_ere,ere,909.977538,0.259610872
1074,ZAM20-95_ere,ere,ZAM17-22_ere,ere,877.1067913,0.328184036
1080,ZAM19-32_C4_IIIb,C4_IIIb,ZAM19-30_ere,ere,286.0615791,0.723859095
1081,ZAM19-33_C4_IIIb,C4_IIIb,ZAM19-30_ere,ere,316.6248228,0.725242267
1082,ZAM19-55_C4_IIIb,C4_IIIb,ZAM19-30_ere,ere,435.703375,0.72205507
1083,ZAM19-56_C4_IIIb,C4_IIIb,ZAM19-30_ere,ere,441.5754072,0.726272508
1084,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-30_ere,ere,628.4046462,0.733031714
1090,ZAM19-50_dec,dec,ZAM19-30_ere,ere,275.872104,0.548017615
1091,ZAM20-114_dec,dec,ZAM19-30_ere,ere,81.62904177,0.537983282
1092,ZAM20-75_dec,dec,ZAM19-30_ere,ere,550.4605451,0.488709631
1102,ZAM19-31_ere,ere,ZAM19-30_ere,ere,268.6510508,0.297585269
1103,ZAM19-32_ere,ere,ZAM19-30_ere,ere,286.0615791,0.36046975
1104,ZAM19-33_ere,ere,ZAM19-30_ere,ere,316.6248228,0.249327054
1105,ZAM19-42_ere,ere,ZAM19-30_ere,ere,400.6373405,0.278650582
1106,ZAM19-44_ere,ere,ZAM19-30_ere,ere,372.0765536,0.239508327
1107,ZAM19-53_ere,ere,ZAM19-30_ere,ere,378.0657915,0.258150003
1108,ZAM19-55_ere,ere,ZAM19-30_ere,ere,435.703375,0.264066902
1109,ZAM19-56_ere,ere,ZAM19-30_ere,ere,441.5754072,0.259416589
1110,ZAM19-59_ere,ere,ZAM19-30_ere,ere,463.0799219,0.317701699
1111,ZAM20-106_ere,ere,ZAM19-30_ere,ere,273.5729444,0.210315492
1112,ZAM20-108_ere,ere,ZAM19-30_ere,ere,231.6812014,0.229994914
1113,ZAM20-113_ere,ere,ZAM19-30_ere,ere,82.34247515,0.230536515
1114,ZAM20-74_ere,ere,ZAM19-30_ere,ere,477.8133435,0.249084613
1115,ZAM20-86_ere,ere,ZAM19-30_ere,ere,592.1272858,0.239925288
1116,ZAM20-91_ere,ere,ZAM19-30_ere,ere,628.4046462,0.234307878
1117,ZAM20-95_ere,ere,ZAM19-30_ere,ere,595.3961884,0.261478314
1123,ZAM19-32_C4_IIIb,C4_IIIb,ZAM19-31_ere,ere,26.05749574,0.711278039
1124,ZAM19-33_C4_IIIb,C4_IIIb,ZAM19-31_ere,ere,70.31275938,0.712425327
1125,ZAM19-55_C4_IIIb,C4_IIIb,ZAM19-31_ere,ere,316.8425164,0.70930667
1126,ZAM19-56_C4_IIIb,C4_IIIb,ZAM19-31_ere,ere,318.8297215,0.713652667
1127,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-31_ere,ere,778.0963795,0.720196485
1133,ZAM19-50_dec,dec,ZAM19-31_ere,ere,201.8475779,0.530557025
1134,ZAM20-114_dec,dec,ZAM19-31_ere,ere,328.0558596,0.524318538
1135,ZAM20-75_dec,dec,ZAM19-31_ere,ere,791.7972597,0.473032892
1146,ZAM19-32_ere,ere,ZAM19-31_ere,ere,26.05749574,0.224252957
1147,ZAM19-33_ere,ere,ZAM19-31_ere,ere,70.31275938,0.252937303
1148,ZAM19-42_ere,ere,ZAM19-31_ere,ere,181.4440188,0.257422331
1149,ZAM19-44_ere,ere,ZAM19-31_ere,ere,154.7521375,0.246641832
1150,ZAM19-53_ere,ere,ZAM19-31_ere,ere,294.0299445,0.250198439
1151,ZAM19-55_ere,ere,ZAM19-31_ere,ere,316.8425164,0.272913694
1152,ZAM19-56_ere,ere,ZAM19-31_ere,ere,318.8297215,0.264883999
1153,ZAM19-59_ere,ere,ZAM19-31_ere,ere,278.4272595,0.252355205
1154,ZAM20-106_ere,ere,ZAM19-31_ere,ere,430.7951024,0.291209873
1155,ZAM20-108_ere,ere,ZAM19-31_ere,ere,383.9491782,0.362695026
1156,ZAM20-113_ere,ere,ZAM19-31_ere,ere,328.4911962,0.371077552
1157,ZAM20-74_ere,ere,ZAM19-31_ere,ere,725.3448488,0.28533159
1158,ZAM20-86_ere,ere,ZAM19-31_ere,ere,784.5684959,0.307678147
1159,ZAM20-91_ere,ere,ZAM19-31_ere,ere,778.0963795,0.300799789
1160,ZAM20-95_ere,ere,ZAM19-31_ere,ere,744.1354656,0.372700711
1167,ZAM19-33_C4_IIIb,C4_IIIb,ZAM19-32_ere,ere,44.2838053,0.713801114
1168,ZAM19-55_C4_IIIb,C4_IIIb,ZAM19-32_ere,ere,295.6117675,0.710642728
1169,ZAM19-56_C4_IIIb,C4_IIIb,ZAM19-32_ere,ere,297.2550232,0.714920233
1170,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-32_ere,ere,775.080631,0.721315841
1176,ZAM19-50_dec,dec,ZAM19-32_ere,ere,190.0452313,0.534549533
1177,ZAM20-114_dec,dec,ZAM19-32_ere,ere,341.4747224,0.531909204
1178,ZAM20-75_dec,dec,ZAM19-32_ere,ere,800.4343587,0.485030764
1190,ZAM19-33_ere,ere,ZAM19-32_ere,ere,44.2838053,0.311921159
1191,ZAM19-42_ere,ere,ZAM19-32_ere,ere,155.5137106,0.298993198
1192,ZAM19-44_ere,ere,ZAM19-32_ere,ere,129.1047702,0.30610299
1193,ZAM19-53_ere,ere,ZAM19-32_ere,ere,276.4164936,0.302596395
1194,ZAM19-55_ere,ere,ZAM19-32_ere,ere,295.6117675,0.318173714
1195,ZAM19-56_ere,ere,ZAM19-32_ere,ere,297.2550232,0.317652804
1196,ZAM19-59_ere,ere,ZAM19-32_ere,ere,253.2501645,0.280079045
1197,ZAM20-106_ere,ere,ZAM19-32_ere,ere,432.5254848,0.344630051
1198,ZAM20-108_ere,ere,ZAM19-32_ere,ere,386.3766215,0.412606389
1199,ZAM20-113_ere,ere,ZAM19-32_ere,ere,341.8690178,0.419586991
1200,ZAM20-74_ere,ere,ZAM19-32_ere,ere,735.3199229,0.325606908
1201,ZAM20-86_ere,ere,ZAM19-32_ere,ere,786.3430755,0.355439317
1202,ZAM20-91_ere,ere,ZAM19-32_ere,ere,775.080631,0.349234834
1203,ZAM20-95_ere,ere,ZAM19-32_ere,ere,741.2319282,0.416814287
1211,ZAM19-55_C4_IIIb,C4_IIIb,ZAM19-33_ere,ere,259.8323631,0.713453774
1212,ZAM19-56_C4_IIIb,C4_IIIb,ZAM19-33_ere,ere,260.8101341,0.717714189
1213,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-33_ere,ere,769.3336277,0.724400717
1219,ZAM19-50_dec,dec,ZAM19-33_ere,ere,174.5636076,0.533498333
1220,ZAM20-114_dec,dec,ZAM19-33_ere,ere,365.3223894,0.52691475
1221,ZAM20-75_dec,dec,ZAM19-33_ere,ere,814.3724891,0.474982195
1234,ZAM19-42_ere,ere,ZAM19-33_ere,ere,111.3005958,0.237768677
1235,ZAM19-44_ere,ere,ZAM19-33_ere,ere,85.43824669,0.214131398
1236,ZAM19-53_ere,ere,ZAM19-33_ere,ere,247.7415272,0.228582445
1237,ZAM19-55_ere,ere,ZAM19-33_ere,ere,259.8323631,0.24340311
1238,ZAM19-56_ere,ere,ZAM19-33_ere,ere,260.8101341,0.230680774
1239,ZAM19-59_ere,ere,ZAM19-33_ere,ere,210.1940986,0.277382494
1240,ZAM20-106_ere,ere,ZAM19-33_ere,ere,436.4319907,0.257509367
1241,ZAM20-108_ere,ere,ZAM19-33_ere,ere,391.8764,0.322968097
1242,ZAM20-113_ere,ere,ZAM19-33_ere,ere,365.648164,0.340326983
1243,ZAM20-74_ere,ere,ZAM19-33_ere,ere,751.6597009,0.263543569
1244,ZAM20-86_ere,ere,ZAM19-33_ere,ere,788.7145804,0.273767101
1245,ZAM20-91_ere,ere,ZAM19-33_ere,ere,769.3336277,0.266963776
1246,ZAM20-95_ere,ere,ZAM19-33_ere,ere,735.7675882,0.327847542
1254,ZAM19-55_C4_IIIb,C4_IIIb,ZAM19-42_ere,ere,180.4263049,0.710105796
1255,ZAM19-56_C4_IIIb,C4_IIIb,ZAM19-42_ere,ere,178.8084686,0.714426421
1256,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-42_ere,ere,758.5948832,0.721257856
1262,ZAM19-50_dec,dec,ZAM19-42_ere,ere,176.3496751,0.527960375
1263,ZAM20-114_dec,dec,ZAM19-42_ere,ere,434.2870405,0.521575896
1264,ZAM20-75_dec,dec,ZAM19-42_ere,ere,851.7511409,0.473228138
1278,ZAM19-44_ere,ere,ZAM19-42_ere,ere,29.19589209,0.203261307
1279,ZAM19-53_ere,ere,ZAM19-42_ere,ere,195.0057196,0.228589384
1280,ZAM19-55_ere,ere,ZAM19-42_ere,ere,180.4263049,0.223614206
1281,ZAM19-56_ere,ere,ZAM19-42_ere,ere,178.8084686,0.224463197
1282,ZAM19-59_ere,ere,ZAM19-42_ere,ere,103.1781631,0.247186138
1283,ZAM20-106_ere,ere,ZAM19-42_ere,ere,458.0844596,0.271783895
1284,ZAM20-108_ere,ere,ZAM19-42_ere,ere,419.3523813,0.346055914
1285,ZAM20-113_ere,ere,ZAM19-42_ere,ere,434.4595531,0.355486054
1286,ZAM20-74_ere,ere,ZAM19-42_ere,ere,795.5456982,0.27139698
1287,ZAM20-86_ere,ere,ZAM19-42_ere,ere,798.1061641,0.279905967
1288,ZAM20-91_ere,ere,ZAM19-42_ere,ere,758.5948832,0.274045746
1289,ZAM20-95_ere,ere,ZAM19-42_ere,ere,726.2638792,0.347348658
1297,ZAM19-55_C4_IIIb,C4_IIIb,ZAM19-44_ere,ere,187.8409031,0.713247705
1298,ZAM19-56_C4_IIIb,C4_IIIb,ZAM19-44_ere,ere,187.332836,0.717483351
1299,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-44_ere,ere,747.8856659,0.724397743
1305,ZAM19-50_dec,dec,ZAM19-44_ere,ere,157.769886,0.5294593
1306,ZAM20-114_dec,dec,ZAM19-44_ere,ere,407.3168165,0.520134012
1307,ZAM20-75_dec,dec,ZAM19-44_ere,ere,830.600924,0.467086258
1322,ZAM19-53_ere,ere,ZAM19-44_ere,ere,192.4574619,0.205190715
1323,ZAM19-55_ere,ere,ZAM19-44_ere,ere,187.8409031,0.205484824
1324,ZAM19-56_ere,ere,ZAM19-44_ere,ere,187.332836,0.197949892
1325,ZAM19-59_ere,ere,ZAM19-44_ere,ere,124.9627482,0.248554475
1326,ZAM20-106_ere,ere,ZAM19-44_ere,ere,439.0598599,0.248036861
1327,ZAM20-108_ere,ere,ZAM19-44_ere,ere,398.9687039,0.318284211
1328,ZAM20-113_ere,ere,ZAM19-44_ere,ere,407.5084925,0.333297681
1329,ZAM20-74_ere,ere,ZAM19-44_ere,ere,773.1165971,0.251560951
1330,ZAM20-86_ere,ere,ZAM19-44_ere,ere,782.6982213,0.257530236
1331,ZAM20-91_ere,ere,ZAM19-44_ere,ere,747.8856659,0.247107888
1332,ZAM20-95_ere,ere,ZAM19-44_ere,ere,715.1809356,0.324664406
1340,ZAM19-55_C4_IIIb,C4_IIIb,ZAM19-53_ere,ere,65.38462223,0.711187755
1341,ZAM19-56_C4_IIIb,C4_IIIb,ZAM19-53_ere,ere,72.59372933,0.715514305
1342,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-53_ere,ere,570.5220173,0.722108325
1349,ZAM20-114_dec,dec,ZAM19-53_ere,ere,373.0799874,0.519496814
1350,ZAM20-75_dec,dec,ZAM19-53_ere,ere,707.7738632,0.466212577
1366,ZAM19-55_ere,ere,ZAM19-53_ere,ere,65.38462223,0.203124166
1367,ZAM19-56_ere,ere,ZAM19-53_ere,ere,72.59372933,0.197397396
1368,ZAM19-59_ere,ere,ZAM19-53_ere,ere,155.3187825,0.249497688
1369,ZAM20-106_ere,ere,ZAM19-53_ere,ere,312.4348215,0.248233965
1370,ZAM20-108_ere,ere,ZAM19-53_ere,ere,286.8251829,0.332949627
1371,ZAM20-113_ere,ere,ZAM19-53_ere,ere,372.9112084,0.347232594
1372,ZAM20-74_ere,ere,ZAM19-53_ere,ere,662.3553356,0.248554597
1373,ZAM20-86_ere,ere,ZAM19-53_ere,ere,624.0186866,0.2663005
1374,ZAM20-91_ere,ere,ZAM19-53_ere,ere,570.5220173,0.255317813
1375,ZAM20-95_ere,ere,ZAM19-53_ere,ere,539.1960145,0.336775297
1384,ZAM19-56_C4_IIIb,C4_IIIb,ZAM19-55_ere,ere,7.329744366,0.717387469
1385,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-55_ere,ere,614.7458795,0.724163764
1392,ZAM20-114_dec,dec,ZAM19-55_ere,ere,435.7427223,0.525044779
1393,ZAM20-75_dec,dec,ZAM19-55_ere,ere,769.5187213,0.475038374
1410,ZAM19-56_ere,ere,ZAM19-55_ere,ere,7.329744366,0.176686251
1411,ZAM19-59_ere,ere,ZAM19-55_ere,ere,109.1682793,0.248096025
1412,ZAM20-106_ere,ere,ZAM19-55_ere,ere,375.9600298,0.257417923
1413,ZAM20-108_ere,ere,ZAM19-55_ere,ere,351.7756727,0.332399755
1414,ZAM20-113_ere,ere,ZAM19-55_ere,ere,435.6074847,0.347202287
1415,ZAM20-74_ere,ere,ZAM19-55_ere,ere,725.7776082,0.258377428
1416,ZAM20-86_ere,ere,ZAM19-55_ere,ere,677.3955315,0.266160032
1417,ZAM20-91_ere,ere,ZAM19-55_ere,ere,614.7458795,0.26166664
1418,ZAM20-95_ere,ere,ZAM19-55_ere,ere,584.6327139,0.338145744
1428,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-56_ere,ere,620.8228634,0.724551841
1435,ZAM20-114_dec,dec,ZAM19-56_ere,ere,442.3261157,0.525107342
1436,ZAM20-75_dec,dec,ZAM19-56_ere,ere,776.7876765,0.473204203
1454,ZAM19-59_ere,ere,ZAM19-56_ere,ere,104.140568,0.248059032
1455,ZAM20-106_ere,ere,ZAM19-56_ere,ere,383.287346,0.256679305
1456,ZAM20-108_ere,ere,ZAM19-56_ere,ere,359.077965,0.333374381
1457,ZAM20-113_ere,ere,ZAM19-56_ere,ere,442.1962307,0.349798111
1458,ZAM20-74_ere,ere,ZAM19-56_ere,ere,733.1006711,0.253457805
1459,ZAM20-86_ere,ere,ZAM19-56_ere,ere,684.1643085,0.264949288
1460,ZAM20-91_ere,ere,ZAM19-56_ere,ere,620.8228634,0.255196804
1461,ZAM20-95_ere,ere,ZAM19-56_ere,ere,590.8167403,0.33880857
1471,ZAM20-91_C4_IIIb,C4_IIIb,ZAM19-59_ere,ere,722.1800342,0.721973073
1478,ZAM20-114_dec,dec,ZAM19-59_ere,ere,481.514407,0.526884279
1479,ZAM20-75_dec,dec,ZAM19-59_ere,ere,858.3191893,0.476311764
1498,ZAM20-106_ere,ere,ZAM19-59_ere,ere,460.9962184,0.306606602
1499,ZAM20-108_ere,ere,ZAM19-59_ere,ere,429.803956,0.379356424
1500,ZAM20-113_ere,ere,ZAM19-59_ere,ere,481.5392927,0.389703631
1501,ZAM20-74_ere,ere,ZAM19-59_ere,ere,809.2506577,0.291044899
1502,ZAM20-86_ere,ere,ZAM19-59_ere,ere,779.3098022,0.316790052
1503,ZAM20-91_ere,ere,ZAM19-59_ere,ere,722.1800342,0.305766872
1504,ZAM20-95_ere,ere,ZAM19-59_ere,ere,691.5756337,0.386032719
1514,ZAM20-91_C4_IIIb,C4_IIIb,ZAM20-106_ere,ere,360.7395443,0.727702171
1521,ZAM20-114_dec,dec,ZAM20-106_ere,ere,203.201913,0.530228341
1522,ZAM20-75_dec,dec,ZAM20-106_ere,ere,397.4635892,0.477496815
1542,ZAM20-108_ere,ere,ZAM20-106_ere,ere,47.78892559,0.270703716
1543,ZAM20-113_ere,ere,ZAM20-106_ere,ere,202.5046582,0.288186516
1544,ZAM20-74_ere,ere,ZAM20-106_ere,ere,349.929022,0.232199517
1545,ZAM20-86_ere,ere,ZAM20-106_ere,ere,353.8853201,0.249518686
1546,ZAM20-91_ere,ere,ZAM20-106_ere,ere,360.7395443,0.235906867
1547,ZAM20-95_ere,ere,ZAM20-106_ere,ere,326.9615964,0.305897068
1557,ZAM20-91_C4_IIIb,C4_IIIb,ZAM20-108_ere,ere,407.8263752,0.739275412
1564,ZAM20-114_dec,dec,ZAM20-108_ere,ere,167.1142422,0.565141261
1565,ZAM20-75_dec,dec,ZAM20-108_ere,ere,432.6355213,0.521131226
1586,ZAM20-113_ere,ere,ZAM20-108_ere,ere,166.4700991,0.283040019
1587,ZAM20-74_ere,ere,ZAM20-108_ere,ere,379.7402773,0.314527628
1588,ZAM20-86_ere,ere,ZAM20-108_ere,ere,400.6428085,0.306758433
1589,ZAM20-91_ere,ere,ZAM20-108_ere,ere,407.8263752,0.298519792
1590,ZAM20-95_ere,ere,ZAM20-108_ere,ere,373.9552333,0.31619556
1600,ZAM20-91_C4_IIIb,C4_IIIb,ZAM20-113_ere,ere,550.0190751,0.737412731
1607,ZAM20-114_dec,dec,ZAM20-113_ere,ere,0.741726582,0.562010279
1608,ZAM20-75_dec,dec,ZAM20-113_ere,ere,472.5692148,0.516764518
1630,ZAM20-74_ere,ere,ZAM20-113_ere,ere,401.8090332,0.321284563
1631,ZAM20-86_ere,ere,ZAM20-113_ere,ere,509.9689675,0.320182331
1632,ZAM20-91_ere,ere,ZAM20-113_ere,ere,550.0190751,0.314246989
1633,ZAM20-95_ere,ere,ZAM20-113_ere,ere,517.426456,0.327603557
1643,ZAM20-91_C4_IIIb,C4_IIIb,ZAM20-74_ere,ere,381.0754473,0.710466141
1651,ZAM20-75_dec,dec,ZAM20-74_ere,ere,77.95769813,0.398892113
1674,ZAM20-86_ere,ere,ZAM20-74_ere,ere,250.414754,0.235581508
1675,ZAM20-91_ere,ere,ZAM20-74_ere,ere,381.0754473,0.235123401
1676,ZAM20-95_ere,ere,ZAM20-74_ere,ere,367.066002,0.313817291
1686,ZAM20-91_C4_IIIb,C4_IIIb,ZAM20-86_ere,ere,143.5381439,0.724181386
1718,ZAM20-91_ere,ere,ZAM20-86_ere,ere,143.5381439,0.217922467
1719,ZAM20-95_ere,ere,ZAM20-86_ere,ere,143.3590527,0.292113474
1762,ZAM20-95_ere,ere,ZAM20-91_ere,ere,34.06839923,0.286115062
1807,TAN16-03_C4_IIIa,C4_IIIa,L01_int,int,380.3216413,0.394185952
1808,ZAM15-05_C4_IIIa,C4_IIIa,L01_int,int,763.6913956,0.255718939
1809,ZAM17-01_C4_IIIa,C4_IIIa,L01_int,int,1068.978508,0.417194316
1810,ZAM19-30_C4_IIIb,C4_IIIb,L01_int,int,941.8353482,0.375598164
1811,ZAM19-32_C4_IIIb,C4_IIIb,L01_int,int,674.9238707,0.378223039
1812,ZAM19-33_C4_IIIb,C4_IIIb,L01_int,int,634.8618765,0.379791232
1813,ZAM19-55_C4_IIIb,C4_IIIb,L01_int,int,575.0307317,0.366156119
1814,ZAM19-56_C4_IIIb,C4_IIIb,L01_int,int,567.7402611,0.380434909
1815,ZAM20-91_C4_IIIb,C4_IIIb,L01_int,int,1153.646634,0.390538021
1816,MRL15-01_dec,dec,L01_int,int,670.8467879,0.555978964
1817,MRL15-03_dec,dec,L01_int,int,739.4128571,0.568950851
1818,MRL15-04_dec,dec,L01_int,int,739.4225326,0.579235219
1819,MRL15-05_dec,dec,L01_int,int,699.3397146,0.580566034
1820,ZAM19-30_dec,dec,L01_int,int,941.8353482,0.592561633
1821,ZAM19-50_dec,dec,L01_int,int,693.2076265,0.577393755
1822,ZAM20-114_dec,dec,L01_int,int,971.8523482,0.597389707
1823,ZAM20-75_dec,dec,L01_int,int,1344.432769,0.591003369
1828,TAN16-01_ere,ere,L01_int,int,280.3465553,0.58955636
1829,ZAM17-18_ere,ere,L01_int,int,495.8209817,0.599713656
1830,ZAM17-20_ere,ere,L01_int,int,450.0466545,0.600155271
1831,ZAM17-22_ere,ere,L01_int,int,518.2094038,0.599426871
1832,ZAM19-30_ere,ere,L01_int,int,941.8353482,0.605493648
1833,ZAM19-31_ere,ere,L01_int,int,699.3077917,0.595328979
1834,ZAM19-32_ere,ere,L01_int,int,674.9238707,0.596571666
1835,ZAM19-33_ere,ere,L01_int,int,634.8618765,0.598210249
1836,ZAM19-42_ere,ere,L01_int,int,541.2009467,0.595970356
1837,ZAM19-44_ere,ere,L01_int,int,569.8089418,0.598274181
1838,ZAM19-53_ere,ere,L01_int,int,637.8828659,0.59657063
1839,ZAM19-55_ere,ere,L01_int,int,575.0307317,0.598385786
1840,ZAM19-56_ere,ere,L01_int,int,567.7402611,0.598749286
1841,ZAM19-59_ere,ere,L01_int,int,495.4983512,0.596720874
1842,ZAM20-106_ere,ere,L01_int,int,950.3172174,0.601846889
1843,ZAM20-108_ere,ere,L01_int,int,922.8482089,0.611211657
1844,ZAM20-113_ere,ere,L01_int,int,971.9541442,0.609833445
1845,ZAM20-74_ere,ere,L01_int,int,1300.22907,0.587106984
1846,ZAM20-86_ere,ere,L01_int,int,1239.064632,0.599122493
1847,ZAM20-91_ere,ere,L01_int,int,1153.646634,0.598720578
1848,ZAM20-95_ere,ere,L01_int,int,1128.095969,0.611808307
